0   128   5   2 129  64 129  80  40  20   8 20  10 129   2 160  64 160  84  10   5   2 129  64 160  80  40  20  10   5   2 129  64 160  80  40 16 40 20 0 0
1   128   5   2 129  64 129  80  40  20   8 20  10 129   2 160  64 160  84  10   5   2 129  64 160  80  40  20  10   5   2 129  64 129  80  40 16 40 20 0 0
